,user_1,user_2,user_3,user_4,user_5,user_6,user_7,user_8,user_9,user_10,sim_1,sim_2,sim_3,sim_4,sim_5,sim_6,sim_7,sim_8,sim_9,sim_10
33,427,353,437,128,199,452,380,81,607,131,0.2801577628641106,0.2797442456455626,0.2695904236444309,0.2551789158017712,0.2537149138009627,0.2507000592418776,0.2476461655165778,0.2433418261206225,0.2431440347462065,0.2431281958487079
34,457,428,37,7,144,565,241,445,45,454,0.4343402318383225,0.4106892586450451,0.4013633399524028,0.3953943920371078,0.391304347826087,0.3878289324509757,0.3876990572676327,0.3867633919142965,0.3860936712526721,0.3590393148329698
35,193,146,468,430,367,551,287,589,167,194,0.202072594216369,0.1732050807568877,0.1616447718240974,0.1443375672974064,0.14307020359128,0.141233170716508,0.1391125108655037,0.1387575691761101,0.1331559103228268,0.1321696096086382
36,125,144,484,568,175,129,339,373,80,241,0.6017934765940703,0.5915204817512771,0.5915204817512771,0.5855400437691199,0.5819143739626463,0.5773502691896257,0.5773502691896257,0.5698028822981898,0.5563486402641867,0.5532833351724882
37,445,234,565,454,7,57,403,116,169,93,0.6918326955503612,0.6881642389167472,0.6449602049535041,0.6448871546210482,0.5945744878515459,0.5884456772025052,0.5700877125495689,0.5641449443711414,0.560448538317805,0.5598354677186423
38,0,327,329,468,312,384,230,390,90,165,0.3348314037922925,0.3193743884534262,0.3054166862283733,0.3014302822441094,0.2982793795006522,0.2962451586606112,0.2857738033247041,0.285032495193201,0.2835796031176217,0.2684262125407043
39,410,135,37,372,603,283,116,583,445,57,0.515859625849446,0.5050259079220856,0.5020495707310656,0.4926646390821466,0.4926646390821466,0.4726640428892636,0.467917459648426,0.4650619379746814,0.4622854239778454,0.4562138401683634
40,316,232,104,559,304,338,433,416,330,246,0.3703398909751519,0.3491926171484267,0.3461163390579618,0.3425793251897308,0.3339533223193506,0.3277676797764621,0.3246497200294122,0.3151492865906127,0.3142438179028999,0.3103934374652682
41,44,607,67,367,18,452,413,134,90,63,0.3603828879517693,0.352251420637293,0.3451608362575379,0.3412077905736173,0.3362308866000277,0.3352086001468251,0.3313293366446485,0.3310774102045252,0.3260495367198931,0.324982584646539
42,239,583,125,469,116,591,446,93,346,394,0.6043178879109262,0.5757004317406059,0.5621568410530567,0.5445100807792042,0.5322656777660987,0.5313079777554418,0.5302373024798148,0.5256574830378469,0.5165864868930912,0.515645357948659
43,349,491,336,276,269,363,528,388,450,150,0.5020790110464023,0.4723774929733302,0.4112198093498556,0.4091585441924857,0.3879701448994926,0.3779644730092272,0.3752776749732567,0.3713053286162528,0.3713053286162528,0.3570318633013437
44,607,329,225,63,569,479,452,90,67,218,0.4602130337363069,0.4364009051348733,0.4024279602150403,0.3985170028906637,0.3984644251323139,0.3982339206335444,0.3974306832220922,0.394585783453272,0.3920785428976849,0.3899865434386015
45,467,241,125,129,144,484,93,55,454,133,0.7521014330903549,0.7042147167923565,0.6758453353343745,0.6706936200477749,0.6434894520877869,0.6434894520877869,0.6392092266028,0.6370220572706061,0.633577317467798,0.6259686371487613
46,158,152,40,338,494,176,281,425,559,67,0.3003434460197364,0.2210942820704457,0.2180166749878211,0.2150032908918829,0.207669652660466,0.2051987103904195,0.2031250724486354,0.1982062417930229,0.1974573242110593,0.1928571428571428
47,302,422,569,238,263,433,519,398,427,424,0.3108482649082267,0.2540839030242197,0.2519163423967481,0.2188568898182528,0.2093589473396559,0.2052757155421417,0.2042238882846622,0.2030905986149808,0.1909571848992503,0.1890757874417351
48,438,318,295,548,580,195,299,514,470,188,0.3333333333333333,0.3319700011034929,0.2939723678960656,0.2857142857142857,0.2760262237369417,0.2700308624336608,0.2700308624336608,0.2567762955065477,0.2474358296526967,0.2439750182371333
49,246,327,17,211,338,102,524,104,304,232,0.2596937816256942,0.2418566179700567,0.2357492083614023,0.2344264815120747,0.232948162763916,0.231087029115097,0.2260602260603391,0.224055918062276,0.2204683198968586,0.2179572810072791
50,607,287,63,67,413,18,589,273,598,479,0.2892739665885575,0.2762329409845718,0.264613718330243,0.2616858084637542,0.2580866376437886,0.2567821456707074,0.256246759326215,0.2503107457128964,0.2470347480775095,0.2354720405331085
51,246,278,210,465,304,330,572,211,23,21,0.3294128420581391,0.3107204576419177,0.3067942815656492,0.3052747091717633,0.300001893718221,0.2841992800294025,0.2840408193089544,0.284035523588247,0.2759598633023399,0.2733592411557998
52,277,171,56,367,215,409,598,252,326,473,0.1,0.0877058019307029,0.0819920061690787,0.072276417986885,0.0698430295769578,0.0692128540205982,0.0673791627571156,0.0652328073053442,0.0645497224367902,0.0633130231424052
53,125,93,80,132,172,511,469,506,339,378,0.6212607441973955,0.5582905262390825,0.5462309935991351,0.5296408977028497,0.5222329678670935,0.5169842621131975,0.5060243137049899,0.4938291646584311,0.4934637712198267,0.4932200252078105
54,552,126,218,202,589,27,527,235,238,87,0.1756228159835045,0.1705605730844883,0.1218543591689884,0.1192569587999888,0.1185998906657761,0.1172790943216747,0.1170411471961305,0.1095445115010332,0.1077631812160649,0.1069044967649697
55,125,93,45,80,583,378,339,178,241,587,0.6936290661906628,0.6895966054592131,0.6370220572706061,0.6361464251628642,0.6149865739334368,0.6143414839787381,0.6130060338328881,0.6034974728596236,0.5981337435350722,0.5910828046793255
56,468,216,367,596,201,18,90,589,303,312,0.4846239735828302,0.4128299048068376,0.412709735480222,0.3963383057220919,0.3904272402736026,0.3889568096066865,0.3861125969491739,0.3839187059961274,0.3835966091396238,0.3803194146278324
57,116,372,583,445,173,37,410,565,234,469,0.6252705042325308,0.623641380465225,0.6119331125632039,0.6082797478962129,0.6002842255014932,0.5884456772025052,0.5869311620423454,0.5821715770919645,0.5742888578996569,0.5704791219417487
58,136,464,468,95,571,576,220,56,289,0,0.341938376394261,0.3065053842743898,0.2689879871526588,0.262707245907836,0.2562454732057492,0.2514253787456201,0.2444285581597343,0.2437066187958846,0.2425695805333369,0.2411835677946448
59,151,363,432,307,347,337,227,514,342,294,0.1880253582725887,0.1860968420796941,0.1818181818181818,0.1789296238096974,0.1724878723728206,0.1706971854997297,0.1705605730844883,0.1672484020014181,0.1665382144960106,0.1664817895530067
60,512,288,130,329,15,433,253,448,369,203,0.3679900360969936,0.3595462477533374,0.2891574659831201,0.2852838922909325,0.2749815654351161,0.2727489478532936,0.2699724432774845,0.2597621667330655,0.2490677406933589,0.2460688762830299
61,248,246,17,474,304,595,550,211,351,104,0.4282915331640058,0.4097180157852671,0.4082682877676996,0.4072539848968315,0.389732705987755,0.3738578883212072,0.3676220091661415,0.3651121639946342,0.3627711598098719,0.3540480824045586
62,433,572,327,246,329,219,17,140,165,218,0.4815293512653761,0.4637177197233065,0.4298567074553566,0.4265482615533608,0.4213018594000551,0.4053231553463322,0.4012593925764753,0.3983635917365272,0.3966258935530859,0.3938988035927065
63,479,607,67,225,329,488,90,424,589,181,0.504998017791374,0.4927841593481847,0.4671010097288768,0.4355676449790104,0.4225549553736283,0.4111915511942424,0.4108363143243373,0.4047807877423698,0.4042413351304865,0.4038214122998931
64,377,365,514,548,580,246,122,416,24,188,0.3960590171906697,0.3080205518168487,0.3027027572983406,0.2993924754260479,0.2982793795006522,0.280056016805602,0.2750095491084634,0.2723745291117865,0.269069117598525,0.2684377460965796
65,329,90,479,424,63,569,607,238,433,265,0.3459898429509435,0.3457619914875027,0.3388899593509989,0.3354719685718196,0.3267565239115542,0.3233343619910058,0.3193640675284491,0.3158743974746941,0.3139080828934096,0.3089903562534742
66,398,406,208,438,548,246,14,85,580,470,0.4166666666666667,0.3908679799852858,0.3662335103823572,0.363696483726654,0.363696483726654,0.3402069087198858,0.329920803565817,0.3187276291558383,0.3162277660168379,0.314970394174356
67,413,607,479,273,176,589,488,218,482,63,0.515249240238437,0.5130663346766966,0.5095810596788137,0.508335203734352,0.4797339713237205,0.4761172104809587,0.4747713642633842,0.4732439502622685,0.4677642769637489,0.4671010097288768
68,334,399,196,451,398,71,136,329,266,433,0.2786391062876764,0.2698162502479727,0.2492223931396134,0.2489755160179607,0.2457365935914952,0.2417728402451219,0.2359202005811389,0.2345376753117593,0.2343499700593521,0.2318218489670858
69,356,299,588,436,136,576,71,589,246,571,0.2076609070180178,0.2020559647801217,0.2008048322256247,0.1954668711727664,0.1925161216720241,0.1901712311968212,0.1893206114156883,0.1882775147095285,0.1866513050514765,0.1836161222033252
70,450,349,363,205,388,269,528,336,119,213,0.4348282767393363,0.4276179870598789,0.4057411124598246,0.4056740422696879,0.3768511731740915,0.3741657386773941,0.3718678720805473,0.3659942110514743,0.3603749850782236,0.3603749850782236
71,132,564,80,16,398,301,399,177,339,53,0.3779644730092272,0.3598637460328732,0.3508232077228116,0.3491486243775878,0.3478327964999673,0.3425800798515744,0.3409971697352367,0.3397647942917504,0.3380617018914066,0.3373495424699933
72,524,297,248,364,211,110,61,563,533,508,0.3147788339226675,0.3085163066618054,0.3051128845987571,0.3026727538826809,0.297970606494784,0.2959379026471687,0.2921694673611184,0.2918881043369916,0.2814308026909931,0.2810053474621703
73,345,473,21,453,386,167,220,605,259,198,0.2465135143838436,0.2144615098624229,0.2136001630918995,0.2016877936358443,0.1946732312035405,0.1938159207370374,0.181782489354961,0.1800801816690307,0.1768029759323721,0.1735852146410985
74,230,579,438,375,406,493,302,29,569,398,0.2703102529506447,0.2652100892449396,0.2627034687463669,0.2609694335008413,0.2566635011696727,0.2566635011696727,0.2480440300695792,0.2477520417046002,0.2439028091621153,0.2407717061715384
75,433,246,416,327,16,329,15,130,572,62,0.3423130172120308,0.3368165348543039,0.33597763807259,0.3272135538709788,0.3220582068437911,0.3149718943869974,0.3148418085824798,0.3090010856441142,0.3074814487866063,0.3062700739243862
76,29,188,486,398,369,548,246,406,85,580,0.3821578531790892,0.3737046593418298,0.3722187502390988,0.3713906763541038,0.3658584816898434,0.3646984043128984,0.3638870609178736,0.3563134121092031,0.3551174092947802,0.352332131708822
77,71,230,219,132,178,80,339,523,485,175,0.3244723894445253,0.2874896054191241,0.2847737066336409,0.2813483759773733,0.2774489223089139,0.2762110785235039,0.266163655172705,0.2572925852190649,0.2566447165609331,0.2560737598657919
78,492,493,182,95,265,576,451,531,312,367,0.3521014198154639,0.3198010745334156,0.2980197803396348,0.2830692585361489,0.2795084971874737,0.2758386421836852,0.2726440485829881,0.2651650429449553,0.2508258418528212,0.2366505119765502
79,392,572,431,238,248,330,304,560,210,246,0.3418891265743511,0.3132594710538128,0.2927419257623218,0.2872310278155664,0.2775453217763954,0.2746280892345779,0.2736120735827451,0.2720339869747275,0.2706828253753316,0.2653660899147567
80,125,93,339,378,55,497,485,175,373,568,0.7635417155709333,0.6813851438692469,0.667124384994991,0.6537204504606134,0.6361464251628642,0.6298438669252061,0.628970902033151,0.6210344279375828,0.6145098677990269,0.6139406135149205
81,437,607,424,479,218,427,572,452,589,273,0.368746786634448,0.3545743213606472,0.3376885729676372,0.3374436557595108,0.3321757700736195,0.3295527160529194,0.3224265255055702,0.3199085170307403,0.3173299710082119,0.3147848263164129
82,433,246,580,331,62,338,431,238,329,392,0.3015442421077749,0.3006584112011315,0.2765556921263015,0.2704236081100756,0.2684204426914288,0.2676455756057804,0.2569122639013061,0.2535214595049106,0.2518714690969093,0.2490162538213477
83,436,384,371,116,410,5,234,403,228,601,0.396686606889484,0.3873432700986298,0.3764830107663968,0.3501990332830753,0.347327469350719,0.3428741192934629,0.3260783954496174,0.3167669441850391,0.3115860223185233,0.3067108507188473
84,32,359,480,466,198,10,602,274,89,303,0.1373087590952724,0.137198868114007,0.1232082207267395,0.1096908636190695,0.1080160955974553,0.107186615714068,0.1061104841426512,0.1025154363205256,0.0933520056018673,0.0933520056018673
85,398,76,188,222,246,406,580,66,253,329,0.4183300132670378,0.3551174092947802,0.3474396144861517,0.345032779671177,0.3318060248025012,0.3312706744344566,0.3212698020578431,0.3187276291558383,0.318178166019973,0.3118073584808032
86,397,599,174,472,215,444,575,245,415,134,0.1608723630219467,0.1343003068765518,0.1336306209562122,0.1076244005001262,0.1022397264886495,0.0994729462603987,0.0975900072948533,0.0916698497028211,0.0916698497028211,0.0914505435281223
87,246,580,76,377,188,21,232,459,433,416,0.2945941518185897,0.2746751327867678,0.2729604168420058,0.2700308624336608,0.2689264371002385,0.2572478777137633,0.2509505737713912,0.250869567842906,0.2451241255157705,0.2448836806681271
88,563,110,297,176,248,524,140,231,364,67,0.2279285095256628,0.2057149348586475,0.1777968282138189,0.1753606517579884,0.1643821468852589,0.1630903295675608,0.1525432493173659,0.1511481587225231,0.1504769885642566,0.1485357842600103
89,205,269,149,450,520,301,363,349,388,336,0.3538151850686812,0.3227486121839514,0.3202563076101743,0.280056016805602,0.2797154638927579,0.240562612162344,0.2375655483665994,0.2366823156015643,0.2333800140046683,0.2326210525996177
90,329,569,607,479,424,63,589,44,312,238,0.5121237418678085,0.4345221163654899,0.4282104650465079,0.4168317404094523,0.4148151531142479,0.4108363143243373,0.4003134223585331,0.394585783453272,0.3935282075377535,0.3894830608620319
91,157,145,604,19,524,199,86,280,483,508,0.2001601922563589,0.180421959121758,0.0961161313666907,0.0918511791892586,0.0912870929175276,0.089353410321754,0.0890870806374748,0.0890870806374748,0.0861640436855329,0.0850116505430367
92,303,200,313,469,558,239,125,10,293,484,0.3316106689158712,0.3097902667484426,0.2961577404298169,0.2951497959712248,0.2917622047048868,0.2871832634470952,0.2800085263409975,0.2792201954117452,0.2768523855570238,0.2752286038943148
93,346,125,7,511,378,55,469,80,241,583,0.756978119245116,0.7153657248573989,0.7017130580269054,0.6992342750670704,0.6904248749404296,0.6895966054592131,0.6872564503672763,0.6813851438692469,0.6776309271789385,0.6600539799549648
94,579,181,302,311,238,433,607,479,197,63,0.2808120285336026,0.2789179860985035,0.2755375372095433,0.2686558310999918,0.2586611978877235,0.2577730883007674,0.2515780235228442,0.2508245686306541,0.2441870782669439,0.240912001803689
95,493,569,451,182,606,201,424,78,0,143,0.386243639668214,0.3195218941445114,0.302733589647881,0.2999475137772317,0.2980810697552627,0.2876539563880391,0.2848030670395597,0.2830692585361489,0.282482990888775,0.2802242691589025
96,85,298,165,452,592,68,398,285,331,427,0.2191252450446388,0.2085144140570747,0.2055516041978366,0.1984667919933099,0.1970658556328586,0.1965892748731962,0.1944444444444444,0.1942571724714528,0.1937968527646664,0.1924500897298752
97,600,246,416,61,399,14,304,327,211,192,0.3008454151883692,0.2638895245352121,0.2547409010563338,0.2452325179969157,0.238486125280835,0.233298824225205,0.2203811482212077,0.2154517053544795,0.2118508565329504,0.2114722130550724
98,135,583,352,45,428,129,467,173,446,55,0.5475828858064766,0.5427821035293979,0.5357257660744522,0.5086846840791569,0.4869807930279584,0.4672567184860485,0.4543166948658699,0.4530941219001618,0.451037614673127,0.4455596254369601
99,356,329,44,83,143,596,479,199,262,67,0.2856134584232488,0.2772021122782749,0.2633677954465677,0.2497115760824703,0.2470262323306159,0.2460411955429735,0.2444918883327093,0.2383810775060874,0.2382367661733947,0.2362022561101095
100,590,341,408,391,456,156,390,534,452,44,0.4181666987914533,0.3152050090256394,0.2851607961788145,0.2560737598657919,0.2535000889190519,0.2514594403022007,0.2411255072265979,0.2337622911060922,0.2105488559132341,0.1987057014559902
101,583,125,93,320,511,591,485,352,446,241,0.6160503812913005,0.585299229428781,0.5714285714285714,0.5714285714285714,0.5669467095138409,0.5651007925804705,0.5535714285714286,0.5493502655735357,0.5447047794019222,0.5421047417431508
102,327,246,176,67,140,589,62,433,225,17,0.4321793709626854,0.3658499061721266,0.3580068989506365,0.3525740350203332,0.3456956674670576,0.3416777245784548,0.3378846286779375,0.3340308348447263,0.3339475033988757,0.3287104446090955
103,524,488,176,380,67,131,516,199,482,356,0.3220925173666562,0.3138376945080028,0.3059694382730408,0.2946696253365977,0.2779207725438751,0.2761676884045927,0.2723523897009611,0.2616209596522398,0.2602022071088358,0.2566831627569366
104,338,304,559,61,297,248,40,330,62,17,0.3960940398261637,0.3690258360559215,0.3599722376163252,0.3540480824045586,0.353420383716493,0.3521169938175462,0.3461163390579618,0.3445545635305143,0.3413687037774801,0.335529656383569
105,290,555,465,474,147,61,536,580,246,392,0.4064485096624695,0.3692744729379982,0.3602686640890153,0.3215918373854081,0.2763853991962833,0.2638763603757634,0.2539183580595128,0.2477168471534311,0.2416274785363585,0.2354408046740055
106,467,129,241,144,93,125,45,484,573,55,0.7164977208318386,0.7130240959073808,0.6377481392176932,0.6079187588743288,0.5729365606426321,0.5564148840746572,0.5557189302262113,0.5363989048891137,0.5363989048891137,0.5310078242953823
107,76,168,503,488,164,285,353,262,181,131,0.1704057291369219,0.1608588278964773,0.1598736645815665,0.1577152705437969,0.1565053581367298,0.1559797812375552,0.1526050761565522,0.1503963018795596,0.1431233618920415,0.1416303415508424
108,601,116,410,234,445,454,101,565,385,37,0.5727861638528923,0.5181045792564744,0.5118110236220472,0.506289934004597,0.503456369967093,0.4936396117690527,0.4861698055875302,0.474504255140472,0.4734742444108508,0.4722246964539718
109,15,250,444,130,432,16,151,416,321,316,0.2970442628930023,0.2919785812368919,0.287238106045408,0.2697182599595593,0.2686866453119395,0.2596413528687495,0.2293443204108173,0.222392871751573,0.2165922963382087,0.2138963159732493
110,248,297,364,67,231,273,176,524,483,563,0.3771200237848735,0.3672120956057244,0.3475051068179663,0.333629899032931,0.3202786645908616,0.3067095114322365,0.306207189363038,0.3044001358811428,0.3036878128016406,0.3014429615107786
111,307,469,445,587,93,601,178,120,346,322,0.4048204523763681,0.4021576422632911,0.3924656724215559,0.3812212878757826,0.3646464492724877,0.3629571486248641,0.3583686560589317,0.3583042880914509,0.3513101242759784,0.3508232077228116
112,473,155,571,83,602,198,223,605,408,390,0.1885058934178383,0.1882654670861133,0.1836312340195068,0.1812609103852086,0.1808037512475392,0.1671343300986385,0.1666666666666666,0.163829361808964,0.1600264528397277,0.1579226106354427
113,147,246,290,204,474,458,465,581,425,580,0.3629330931556488,0.3226236530469772,0.3225806451612903,0.3110855084191276,0.3029511453386811,0.2817879814705387,0.2703335291022815,0.2400076803686596,0.229751874320245,0.2271847336988259
114,452,56,134,329,451,303,606,607,90,427,0.3161278850206725,0.298838537991196,0.2941658344309232,0.2885916421463291,0.2858799908449137,0.2828894749305018,0.2694851215011062,0.2687845671625931,0.2679575381212942,0.2673169155390907
115,229,569,329,143,320,424,529,511,378,353,0.3455545136998089,0.3180588957319691,0.3137976802518082,0.3127154429762976,0.3008608339071577,0.3003141119691098,0.2888594149420807,0.2880772565599833,0.2858966759567453,0.2852634599501809
116,445,57,469,173,601,583,410,313,37,403,0.6285648694397382,0.6252705042325308,0.6092717958449424,0.5991853356731563,0.5963224370537992,0.5896143875096493,0.5871851898240042,0.5642439296272598,0.5641449443711414,0.5628211765451587
117,347,130,71,177,531,463,412,399,342,246,0.258731808559231,0.2309971510527054,0.2224746041573048,0.2186682888374381,0.2110579412044345,0.1996373523761726,0.1994310088043664,0.1950768266287065,0.1942945835786791,0.1914854215512676
118,246,232,248,465,20,17,338,140,61,559,0.3341076278338227,0.3229707069060286,0.3120876932324516,0.3079518274844936,0.3013435189713877,0.2922134114765312,0.2903405315681862,0.2841318303357911,0.2744927969734197,0.2740605230705014
119,363,349,528,455,149,388,450,275,491,205,0.511766315719159,0.4719399037242694,0.4264014327112208,0.4226664576955308,0.4181210050035454,0.4021998332699218,0.4021998332699218,0.3995562949272161,0.3876376661011099,0.3837612894400987
120,454,57,173,445,228,37,583,93,234,511,0.5913267046458702,0.5459208336840116,0.5454155540579473,0.5444148423081901,0.5374564321371764,0.5352309301050473,0.533271877085136,0.5263968047576973,0.5211698735875651,0.5199469468957453
121,304,327,297,609,248,62,67,572,560,559,0.344116637630625,0.3408171438527061,0.3380251736005146,0.3373388943143645,0.3365547126726566,0.3341579380684826,0.333023339221425,0.3248958867743086,0.3229122869181714,0.3226694453704185
122,581,406,246,600,278,66,416,442,14,188,0.3571428571428571,0.3418817293789138,0.3382377298657882,0.3191218502454851,0.3122563985598348,0.3118047822311617,0.3101859955129611,0.3075623426146227,0.2990284090483535,0.2988071523335984
123,16,398,442,130,71,253,222,329,246,165,0.2622249125500946,0.2592724864350674,0.2557448052364024,0.2553769592276246,0.2529822128134704,0.2509823220552634,0.2449489742783178,0.2429574861595577,0.2424871130596428,0.2359750209795854
